Lab nr.	Matrix	Rapp.frist 01.02.21   Prøvested	LIMS NR	Unit1	Unit2	Unit3	Label	Data	Data>LOQ	LOQ	Unit	HalfLOD	Det_freq
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	"2,4-bis-A"	"-4,10"		"4,10"	ng/g	"2,05"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	Bis-FL	"-6,60"		"6,60"	ng/g	"3,30"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	Bis-B	"-7,20"		"7,20"	ng/g	"3,60"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	Bis-E	"-6,40"		"6,40"	ng/g	"3,20"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	"4,4-bis-S"	"-20,0"		"20,0"	ng/g	"10,0"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	"2,4-bis-S"	"-0,800"		"0,800"	ng/g	"0,400"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	"4,4-bis-F"	"-7,00"		"7,00"	ng/g	"3,50"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	"2,4-bis-F"	"-9,60"		"9,60"	ng/g	"4,80"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	"2,2-bis-F"	"-0,900"		"0,900"	ng/g	"0,450"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	bis-M	"-1,50"		"1,50"	ng/g	"0,750"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	bis-Z	"-5,50"		"5,50"	ng/g	"2,75"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	bis-AF	"-9,20"		"9,20"	ng/g	"4,60"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	bis-AP	"-3,40"		"3,40"	ng/g	"1,70"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	TBBPA	"-15,0"		"15,0"	ng/g	"7,50"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	4-tert-octylphenol	"-9,30"		"9,30"	ng/g	"4,65"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	4-octylphenol	"-8,70"		"8,70"	ng/g	"4,35"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	4-nonylphenol				ng/g		NA
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	AO Mb1				ng/g		NA
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	D4	"57,9"	"57,9"		ng/g	"57,9"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	D5	3050	3050		ng/g	3050	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	D6	"65,4"	"65,4"		ng/g	"65,4"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	M3T	"12,5"	"12,5"		ng/g	"12,5"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	52  Cr  [ He ]	"0,0455"	"0,0455"		ug/g	"0,0455"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	56  Fe  [ He ]	"11,6"	"11,6"		ug/g	"11,6"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	60  Ni  [ He ]	"0,0568"	"0,0568"		ug/g	"0,0568"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	63  Cu  [ He ]	"2,86"	"2,86"		ug/g	"2,86"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	66  Zn  [ He ]	"10,4"	"10,4"		ug/g	"10,4"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	75  As  [ He ]	"3,69"	"3,69"		ug/g	"3,69"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	107  Ag  [ No Gas ]	"1,62"	"1,62"		ug/g	"1,62"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	111  Cd  [ No Gas ]	"0,0211"	"0,0211"		ug/g	"0,0211"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	121  Sb  [ No Gas ]	"0,00174"	"0,00174"		ug/g	"0,00174"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	208  Pb  [ No Gas ]	"0,0145"	"0,0145"		ug/g	"0,0145"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	202  Hg  [ No Gas ]				ng/g		NA
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	Fettprosent	"21,2"	"21,2"			"21,2"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PeCB	"1,18"	"1,18"		ng/g	"1,18"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	HCB	"9,15"	"9,15"		ng/g	"9,15"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PCB-18	"1,53"	"1,53"		ng/g	"1,53"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PCB-28	"8,43"	"8,43"		ng/g	"8,43"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PCB-31	"3,25"	"3,25"		ng/g	"3,25"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PCB-33	"0,869"	"0,869"		ng/g	"0,869"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PCB-37	"0,0784"	"0,0784"		ng/g	"0,0784"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	Sum-TriCB	"21,4"	"21,4"		ng/g	"21,4"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PCB-47	"22,7"	"22,7"		ng/g	"22,7"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PCB-52	"41,0"	"41,0"		ng/g	"41,0"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PCB-66	"40,2"	"40,2"		ng/g	"40,2"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PCB-74	"23,1"	"23,1"		ng/g	"23,1"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	Sum-TetCB	228	228		ng/g	228	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PCB-99	"77,6"	"77,6"		ng/g	"77,6"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PCB-101	"74,4"	"74,4"		ng/g	"74,4"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PCB-105	"36,2"	"36,2"		ng/g	"36,2"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PCB-114	"1,99"	"1,99"		ng/g	"1,99"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PCB-118	"87,0"	"87,0"		ng/g	"87,0"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PCB-122	"0,617"	"0,617"		ng/g	"0,617"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PCB-123	"1,92"	"1,92"		ng/g	"1,92"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	Sum-PenCB	425	425		ng/g	425	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PCB-128	"27,4"	"27,4"		ng/g	"27,4"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PCB-138	182	182		ng/g	182	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PCB-141	"6,66"	"6,66"		ng/g	"6,66"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PCB-149	"44,6"	"44,6"		ng/g	"44,6"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PCB-153	268	268		ng/g	268	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PCB-156	"9,32"	"9,32"		ng/g	"9,32"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PCB-157	"2,84"	"2,84"		ng/g	"2,84"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PCB-167	"8,19"	"8,19"		ng/g	"8,19"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	Sum-HexCB	383	383		ng/g	383	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PCB-170	"18,9"	"18,9"		ng/g	"18,9"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PCB-180	"48,8"	"48,8"		ng/g	"48,8"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PCB-183	"15,9"	"15,9"		ng/g	"15,9"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PCB-187	"25,4"	"25,4"		ng/g	"25,4"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PCB-189	"1,27"	"1,27"		ng/g	"1,27"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	Sum-HepCB	140	140		ng/g	140	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PCB-194	"7,88"	"7,88"		ng/g	"7,88"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PCB-206	"4,24"	"4,24"		ng/g	"4,24"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PCB-209	"0,843"	"0,843"		ng/g	"0,843"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	Sum 7 PCB	710	710		ng/g	710	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	Sum all PCB	1210	1210		ng/g	1210	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	TBA	"0,0751"	"0,0751"		ng/g	"0,0751"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PBDE-17	"0,221"	"0,221"		ng/g	"0,221"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PBDE-28	"0,241"	"0,241"		ng/g	"0,241"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PBDE-47	"8,71"	"8,71"		ng/g	"8,71"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PBDE-49	"2,26"	"2,26"		ng/g	"2,26"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PBDE-66	"-0,0220"		"0,0220"	ng/g	"0,0110"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PBDE-71	"-0,0172"		"0,0172"	ng/g	"0,00860"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PBDE-77	"-0,0169"		"0,0169"	ng/g	"0,00845"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PBDE-85	"-0,0198"		"0,0198"	ng/g	"0,00990"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PBDE-99	"0,623"	"0,623"		ng/g	"0,623"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PBDE-100	"1,71"	"1,71"		ng/g	"1,71"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PBDE-119	"0,0531"	"0,0531"		ng/g	"0,0531"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PBDE-126	"-0,0150"		"0,0150"	ng/g	"0,00750"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PBDE-138	"-0,0548"		"0,0548"	ng/g	"0,0274"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PBDE-153	"0,0778"	"0,0778"		ng/g	"0,0778"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PBDE-154	"0,624"	"0,624"		ng/g	"0,624"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PBDE-156	"-0,0842"		"0,0842"	ng/g	"0,0421"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PBDE-183	"-0,0361"		"0,0361"	ng/g	"0,0181"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PBDE-184	"-0,0344"		"0,0344"	ng/g	"0,0172"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PBDE-191	"-0,0483"		"0,0483"	ng/g	"0,0242"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PBDE-196	"-0,0665"		"0,0665"	ng/g	"0,0333"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PBDE-197	"-0,0520"		"0,0520"	ng/g	"0,0260"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PBDE-202	"-0,0779"		"0,0779"	ng/g	"0,0390"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PBDE-206	"-0,217"		"0,217"	ng/g	"0,108"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PBDE-207	"-0,137"		"0,137"	ng/g	"0,0685"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PBDE-209	"-1,83"		"1,83"	ng/g	"0,915"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	ATE (TBP-AE)	"-0,0658"		"0,0658"	ng/g	"0,0329"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	a-TBECH	"-0,520"		"0,520"	ng/g	"0,260"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	b-TBECH	"-0,384"		"0,384"	ng/g	"0,192"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	g/d-TBECH	"-0,214"		"0,214"	ng/g	"0,107"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	BATE	"-0,0735"		"0,0735"	ng/g	"0,0368"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PBT	"-0,148"		"0,148"	ng/g	"0,0740"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PBEB	"-0,0807"		"0,0807"	ng/g	"0,0404"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	PBBZ	"-1,23"		"1,23"	ng/g	"0,615"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	HBB	"-0,480"		"0,480"	ng/g	"0,240"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	DPTE	"-0,0632"		"0,0632"	ng/g	"0,0316"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	EHTBB	"-0,0883"		"0,0883"	ng/g	"0,0441"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	BTBPE	"-0,146"		"0,146"	ng/g	"0,0730"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	TBPH (BEH /TBP)	"-0,353"		"0,353"	ng/g	"0,176"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	DBDPE	"-68,7"		"68,7"	ng/g	"34,3"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	SCCP	-120		120	ng/g	"59,8"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	MCCP	"-9,56"		"9,56"	ng/g	"4,78"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	"4,4-bis-A"	"-9,70"		"9,70"	ng/g	"4,85"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	"2,4-bis-A"	"-2,80"		"2,80"	ng/g	"1,40"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	Bis-FL	"-4,40"		"4,40"	ng/g	"2,20"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	Bis-B	"-3,90"		"3,90"	ng/g	"1,95"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	Bis-E	"-4,20"		"4,20"	ng/g	"2,10"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	"4,4-bis-S"	"-19,0"		"19,0"	ng/g	"9,50"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	"2,4-bis-S"	"-0,600"		"0,600"	ng/g	"0,300"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	"4,4-bis-F"	"-6,50"		"6,50"	ng/g	"3,25"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	"2,4-bis-F"	"-8,80"		"8,80"	ng/g	"4,40"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	"2,2-bis-F"	"-4,80"		"4,80"	ng/g	"2,40"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	bis-M	"-1,00"		"1,00"	ng/g	"0,500"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	bis-Z	"-4,50"		"4,50"	ng/g	"2,25"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	bis-AF	"-4,50"		"4,50"	ng/g	"2,25"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	bis-AP	"-2,40"		"2,40"	ng/g	"1,20"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	TBBPA	"-10,0"		"10,0"	ng/g	"5,00"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	4-tert-octylphenol	"-6,60"		"6,60"	ng/g	"3,30"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	4-octylphenol	"-6,10"		"6,10"	ng/g	"3,05"	ND
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	4-nonylphenol				ng/g		NA
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	AO Mb1				ng/g		NA
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	D4	"32,6"	"32,6"		ng/g	"32,6"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	D5	757	757		ng/g	757	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	D6	"45,5"	"45,5"		ng/g	"45,5"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	M3T	"7,68"	"7,68"		ng/g	"7,68"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	52  Cr  [ He ]	"0,0168"	"0,0168"		ug/g	"0,0168"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	56  Fe  [ He ]	"6,83"	"6,83"		ug/g	"6,83"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	60  Ni  [ He ]	"0,0335"	"0,0335"		ug/g	"0,0335"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	63  Cu  [ He ]	"2,01"	"2,01"		ug/g	"2,01"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	66  Zn  [ He ]	"6,10"	"6,10"		ug/g	"6,10"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	75  As  [ He ]	"5,27"	"5,27"		ug/g	"5,27"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	107  Ag  [ No Gas ]	"1,02"	"1,02"		ug/g	"1,02"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	111  Cd  [ No Gas ]	"0,0365"	"0,0365"		ug/g	"0,0365"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	121  Sb  [ No Gas ]	"0,000897"	"0,000897"		ug/g	"0,000897"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	208  Pb  [ No Gas ]	"0,00747"	"0,00747"		ug/g	"0,00747"	>LOQ
20/2089	"Torsk, lever"		NR-2020-08403	ng/g	ug/g	ng/g	202  Hg  [ No Gas ]				ng/g		NA
20/2090	"Torsk, lever"		NR-2020-08404	ng/g	ug/g	ng/g	Fettprosent	"8,94"	"8,94"			"8,94"	>LOQ
20/2090	"Torsk, lever"		NR-2020-08404	ng/g	ug/g	ng/g	PeCB	"0,648"	"0,648"		ng/g	"0,648"	>LOQ
20/2090	"Torsk, lever"		NR-2020-08404	ng/g	ug/g	ng/g	HCB	"5,07"	"5,07"		ng/g	"5,07"	>LOQ
20/2090	"Torsk, lever"		NR-2020-08404	ng/g	ug/g	ng/g	PCB-18	"0,643"	"0,643"		ng/g	"0,643"	>LOQ
20/2090	"Torsk, lever"		NR-2020-08404	ng/g	ug/g	ng/g	PCB-28	"5,28"	"5,28"		ng/g	"5,28"	>LOQ
20/2090	"Torsk, lever"		NR-2020-08404	ng/g	ug/g	ng/g	PCB-31	"0,331"	"0,331"		ng/g	"0,331"	>LOQ
20/2090	"Torsk, lever"		NR-2020-08404	ng/g	ug/g	ng/g	PCB-33	"0,0993"	"0,0993"		ng/g	"0,0993"	>LOQ
20/2090	"Torsk, lever"		NR-2020-08404	ng/g	ug/g	ng/g	PCB-37	"0,0301"	"0,0301"		ng/g	"0,0301"	>LOQ
20/2090	"Torsk, lever"		NR-2020-08404	ng/g	ug/g	ng/g	Sum-TriCB	"10,5"	"10,5"		ng/g	"10,5"	>LOQ
20/2090	"Torsk, lever"		NR-2020-08404	ng/g	ug/g	ng/g	PCB-47	"41,4"	"41,4"		ng/g	"41,4"	>LOQ
20/2090	"Torsk, lever"		NR-2020-08404	ng/g	ug/g	ng/g	PCB-52	"29,5"	"29,5"		ng/g	"29,5"	>LOQ
20/2090	"Torsk, lever"		NR-2020-08404	ng/g	ug/g	ng/g	PCB-66	"53,1"	"53,1"		ng/g	"53,1"	>LOQ
20/2090	"Torsk, lever"		NR-2020-08404	ng/g	ug/g	ng/g	PCB-74	"37,7"	"37,7"		ng/g	"37,7"	>LOQ
20/2090	"Torsk, lever"		NR-2020-08404	ng/g	ug/g	ng/g	Sum-TetCB	206	206		ng/g	206	>LOQ
20/2090	"Torsk, lever"		NR-2020-08404	ng/g	ug/g	ng/g	PCB-99	236	236		ng/g	236	>LOQ
20/2090	"Torsk, lever"		NR-2020-08404	ng/g	ug/g	ng/g	PCB-101	118	118		ng/g	118	>LOQ
20/2090	"Torsk, lever"		NR-2020-08404	ng/g	ug/g	ng/g	PCB-105	"96,1"	"96,1"		ng/g	"96,1"	>LOQ
20/2090	"Torsk, lever"		NR-2020-08404	ng/g	ug/g	ng/g	PCB-114	"2,81"	"2,81"		ng/g	"2,81"	>LOQ
20/2090	"Torsk, lever"		NR-2020-08404	ng/g	ug/g	ng/g	PCB-118	259	259		ng/g	259	>LOQ
20/2090	"Torsk, lever"		NR-2020-08404	ng/g	ug/g	ng/g	PCB-122	"-0,0293"		"0,0293"	ng/g	"0,0147"	ND
20/2090	"Torsk, lever"		NR-2020-08404	ng/g	ug/g	ng/g	PCB-123	"6,73"	"6,73"		ng/g	"6,73"	>LOQ
20/2090	"Torsk, lever"		NR-2020-08404	ng/g	ug/g	ng/g	Sum-PenCB	902	902		ng/g	902	>LOQ
20/2090	"Torsk, lever"		NR-2020-08404	ng/g	ug/g	ng/g	PCB-128	"90,2"	"90,2"		ng/g	"90,2"	>LOQ
20/2090	"Torsk, lever"		NR-2020-08404	ng/g	ug/g	ng/g	PCB-138	544	544		ng/g	544	>LOQ
20/2090	"Torsk, lever"		NR-2020-08404	ng/g	ug/g	ng/g	PCB-141	"11,3"	"11,3"		ng/g	"11,3"	>LOQ
20/2090	"Torsk, lever"		NR-2020-08404	ng/g	ug/g	ng/g	PCB-149	"59,4"	"59,4"		ng/g	"59,4"	>LOQ
20/2090	"Torsk, lever"		NR-2020-08404	ng/g	ug/g	ng/g	PCB-153	805	805		ng/g	805	>LOQ
20/2090	"Torsk, lever"		NR-2020-08404	ng/g	ug/g	ng/g	PCB-156	"25,2"	"25,2"		ng/g	"25,2"	>LOQ
20/2090	"Torsk, lever"		NR-2020-08404	ng/g	ug/g	ng/g	PCB-157	"8,57"	"8,57"		ng/g	"8,57"	>LOQ
20/2090	"Torsk, lever"		NR-2020-08404	ng/g	ug/g	ng/g	PCB-167	"29,3"	"29,3"		ng/g	"29,3"	>LOQ
20/2090	"Torsk, lever"		NR-2020-08404	ng/g	ug/g	ng/g	Sum-HexCB	1020	1020		ng/g	1020	>LOQ
20/2090	"Torsk, lever"		NR-2020-08404	ng/g	ug/g	ng/g	PCB-170	"48,2"	"48,2"		ng/g	"48,2"	>LOQ
20/2090	"Torsk, lever"		NR-2020-08404	ng/g	ug/g	ng/g	PCB-180	135	135		ng/g	135	>LOQ
20/2090	"Torsk, lever"		NR-2020-08404	ng/g	ug/g	ng/g	PCB-183	"75,5"	"75,5"		ng/g	"75,5"	>LOQ
20/2090	"Torsk, lever"		NR-2020-08404	ng/g	ug/g	ng/g	PCB-187	"86,2"	"86,2"		ng/g	"86,2"	>LOQ
20/2090	"Torsk, lever"		NR-2020-08404	ng/g	ug/g	ng/g	PCB-189	"4,16"	"4,16"		ng/g	"4,16"	>LOQ
20/2090	"Torsk, lever"		NR-2020-08404	ng/g	ug/g	ng/g	Sum-HepCB	454	454		ng/g	454	>LOQ
20/2090	"Torsk, lever"		NR-2020-08404	ng/g	ug/g	ng/g	PCB-194	"36,7"	"36,7"		ng/g	"36,7"	>LOQ
